Survived,Age,FamilySize,IsAlone,HasCabin,Fare_log,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Pclass_2,Pclass_3
0,1.2285278312109003,-0.5546661333371994,1,1,0.4374035734762712,False,True,False,True,False,False,False,False
0,-0.4787584572464817,-0.5546661333371994,1,0,-0.3229354857942215,False,True,False,True,False,False,True,False
0,0.2041560581364711,-0.5546661333371994,1,0,-0.7822005884264942,False,True,False,True,False,False,False,True
0,-0.2511202854521641,0.040096346988231245,0,0,-0.7903253443490756,False,True,False,True,False,False,False,True
0,-1.7687080974142815,3.013908748615384,0,0,0.5291162981063051,False,True,True,False,False,False,False,True
0,-0.4028790666483758,0.040096346988231245,0,1,2.611446986380956,False,False,False,True,False,False,False,False
0,1.1905881359118473,-0.5546661333371994,1,1,0.3676389646316987,False,True,False,False,False,True,False,False
0,-0.02348211365784648,0.040096346988231245,0,0,0.4100959634310145,False,False,False,True,False,False,True,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
1,0.052397276940259384,-0.5546661333371994,1,1,0.6546124257286282,False,True,False,True,False,False,False,False
1,0.9629499641175298,-0.5546661333371994,1,0,-0.3229354857942215,False,True,False,False,True,False,True,False
0,0.5076736205288945,0.6348588273136618,0,0,0.2746592692781365,False,True,False,True,False,False,False,True
0,0.280035448734577,-0.5546661333371994,1,0,-0.37718083985918793,False,True,False,True,False,False,True,False
0,-0.9340348008351169,0.040096346988231245,0,0,-0.8869301748825031,False,True,False,True,False,False,False,True
1,-0.02348211365784648,-0.5546661333371994,1,0,-0.6164095917111074,False,True,False,True,False,False,False,True
1,1.5699850889023768,0.040096346988231245,0,0,0.3470672904774781,False,True,False,False,True,False,True,False
1,0.4317942299307887,0.040096346988231245,0,1,1.5865525321341436,False,True,False,False,True,False,False,False
1,0.6594324017251063,-0.5546661333371994,1,1,2.525877242903418,False,False,True,False,False,False,False,False
0,0.35591483933268286,-0.5546661333371994,1,0,-0.3229354857942215,False,True,False,True,False,False,True,False
1,-0.9340348008351169,0.040096346988231245,0,1,1.1270675968422692,False,True,False,False,True,False,False,False
0,-1.389311144423752,3.013908748615384,0,0,0.5291162981063051,False,True,True,False,False,False,False,True
0,2.4046583854815413,-0.5546661333371994,1,0,-0.9960006520186098,False,True,False,True,False,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7012059848131963,False,True,True,False,False,False,False,True
1,-1.6928287068161756,0.6348588273136618,0,0,0.35646950867414806,False,True,True,False,False,False,True,False
1,2.556417166677753,-0.5546661333371994,1,0,-0.6079437053405502,False,True,False,False,True,False,False,True
1,-0.7063966290407993,-0.5546661333371994,1,0,-0.8650022939791525,False,False,False,True,False,False,False,True
1,0.35591483933268286,0.6348588273136618,0,0,0.19926578085982907,False,False,False,False,True,False,False,True
0,-0.02348211365784648,-0.5546661333371994,1,0,-0.6180333813210297,False,True,False,True,False,False,False,True
1,0.5076736205288945,1.2296213076390923,0,1,1.8772202168782328,False,True,False,True,False,False,False,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.22185174087666482,False,False,False,True,False,False,False,True
0,1.5699850889023768,-0.5546661333371994,1,0,-0.7680121336586697,False,True,False,True,False,False,False,True
0,-0.17524089485405822,0.6348588273136618,0,1,2.4517098427125483,False,False,False,True,False,False,False,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.8624270734479169,False,True,False,True,False,False,False,True
1,0.280035448734577,0.040096346988231245,0,1,1.5865525321341436,True,False,True,False,False,False,False,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.8053207497537629,True,False,False,True,False,False,False,True
0,-0.5546378478445876,1.8243837879645228,0,0,0.32671611064082623,False,True,True,False,False,False,False,True
0,-2.072225659806705,1.8243837879645228,0,0,0.1416214723374965,False,True,False,False,False,False,False,True
1,-0.32699967605026997,0.6348588273136618,0,0,0.48799907229564676,False,True,True,False,False,False,True,False
0,1.6458644795004826,0.040096346988231245,0,0,1.2013219641774628,False,False,False,True,False,False,False,False
1,-0.32699967605026997,0.040096346988231245,0,0,0.3470672904774781,False,True,False,False,True,False,True,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.8624270734479169,False,True,False,True,False,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
0,-0.4028790666483758,-0.5546661333371994,1,0,-0.3229354857942215,False,True,True,False,False,False,True,False
0,-0.858155410237011,0.6348588273136618,0,0,0.1009639353071456,False,True,False,True,False,False,False,True
1,0.052397276940259384,-0.5546661333371994,1,1,0.5043215557614832,False,True,False,True,False,False,False,False
0,-0.32699967605026997,-0.5546661333371994,1,0,-0.8874622796252972,False,True,False,True,False,False,False,True
1,-0.4028790666483758,0.6348588273136618,0,0,-0.21910355439909165,False,True,False,False,True,False,True,False
0,-0.5546378478445876,-0.5546661333371994,1,0,-0.8294797898579589,False,True,False,True,False,False,False,True
1,-2.154175401652659,1.2296213076390923,0,1,2.1135870410488122,False,True,False,False,False,False,False,False
1,-0.4028790666483758,0.040096346988231245,0,0,0.3470672904774781,False,True,False,False,True,False,True,False
1,-0.2511202854521641,-0.5546661333371994,1,0,-0.7822005884264942,False,True,True,False,False,False,False,True
0,0.35591483933268286,0.040096346988231245,0,0,0.13814965916370786,False,True,False,True,False,False,True,False
1,-0.6305172384426934,1.8243837879645228,0,1,2.6706681080690937,False,False,True,False,False,False,False,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.8024019109872726,True,False,False,True,False,False,False,True
1,0.35591483933268286,-0.5546661333371994,1,0,-0.8650022939791525,False,False,False,False,True,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7012059848131963,False,True,False,True,False,False,False,True
1,-0.5546378478445876,-0.5546661333371994,1,0,-0.799491399874797,False,True,True,False,False,False,False,True
1,2.480537776079647,-0.5546661333371994,1,1,1.467798437950069,False,True,False,False,True,False,False,False
1,-0.858155410237011,-0.5546661333371994,1,0,-0.5837402737579023,False,True,True,False,False,False,False,True
1,0.9629499641175298,-0.5546661333371994,1,0,2.525877242903418,False,False,True,False,False,False,False,False
0,2.1011408230891178,-0.5546661333371994,1,0,-0.37143359393707387,True,False,False,False,False,True,True,False
0,-0.7822760196389051,-0.5546661333371994,1,0,-3.015126151940294,False,True,False,True,False,False,False,True
1,0.9629499641175298,0.040096346988231245,0,0,0.3470672904774781,False,True,False,False,True,False,True,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.8655230802337704,False,False,False,True,False,False,False,True
0,-0.7063966290407993,-0.5546661333371994,1,0,-0.7012059848131963,False,True,True,False,False,False,False,True
0,0.3938545346317358,-0.5546661333371994,1,0,-0.9681929077026599,False,False,False,True,False,False,False,True
0,-0.09936150425595235,-0.5546661333371994,1,0,-0.6164095917111074,False,True,False,True,False,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7680121336586697,False,True,False,True,False,False,False,True
0,-0.4787584572464817,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
0,-0.5546378478445876,-0.5546661333371994,1,0,-0.8624270734479169,False,True,False,True,False,False,False,True
1,1.7217438700985885,-0.5546661333371994,1,1,0.5043215557614832,False,True,False,False,False,True,False,False
1,0.052397276940259384,-0.5546661333371994,1,0,-0.36192622360374066,False,True,True,False,False,False,False,True
0,0.5456133158279475,0.6348588273136618,0,1,0.3470672904774781,False,True,False,True,False,False,True,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.8024019109872726,True,False,False,True,False,False,False,True
0,-0.5546378478445876,-0.5546661333371994,1,0,-0.8650022939791525,False,False,False,True,False,False,False,True
1,1.5699850889023768,0.6348588273136618,0,0,1.98626052056584,False,True,False,False,False,True,False,False
1,-0.17524089485405822,-0.5546661333371994,1,0,-0.8970111804185843,False,True,False,True,False,False,False,True
0,-0.5546378478445876,-0.5546661333371994,1,0,-0.7680121336586697,False,True,False,True,False,False,False,True
1,1.6458644795004826,0.040096346988231245,0,1,1.441755155530623,False,True,False,False,True,False,False,False
0,0.5076736205288945,-0.5546661333371994,1,0,-0.52360623749073,False,True,False,True,False,False,True,False
1,-0.02348211365784648,0.040096346988231245,0,0,0.3470672904774781,False,True,False,False,True,False,True,False
1,-0.5546378478445876,-0.5546661333371994,1,0,2.1135870410488122,False,True,True,False,False,False,False,False
0,1.5699850889023768,0.040096346988231245,0,1,1.7558267680430824,False,False,False,True,False,False,False,False
1,0.8111911829213181,-0.5546661333371994,1,0,-0.3229354857942215,False,True,True,False,False,False,True,False
1,-0.17524089485405822,-0.5546661333371994,1,0,-0.7012059848131963,False,True,False,True,False,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-3.015126151940294,False,True,False,True,False,False,False,False
0,2.708175947873965,-0.5546661333371994,1,1,0.3676389646316987,False,True,False,True,False,False,False,False
0,-0.9340348008351169,-0.5546661333371994,1,0,-0.7012059848131963,False,True,False,True,False,False,False,True
1,-0.09936150425595235,-0.5546661333371994,1,1,0.3676389646316987,False,True,False,True,False,False,False,False
1,-1.920466878610493,0.6348588273136618,0,1,1.4909378855686823,False,True,False,False,False,False,False,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
1,-2.1481050504048107,0.6348588273136618,0,0,-0.4689202461031531,False,True,True,False,False,False,False,True
0,0.5076736205288945,1.2296213076390923,0,0,0.41113259070569524,False,True,False,True,False,False,True,False
0,1.0388293547156358,0.6348588273136618,0,0,0.35646950867414806,False,True,False,True,False,False,True,False
0,0.6594324017251063,0.040096346988231245,0,1,2.1262968197435037,False,True,False,True,False,False,False,False
1,0.12827666753836525,0.6348588273136618,0,0,0.35646950867414806,False,True,False,False,True,False,True,False
0,-0.02348211365784648,-0.5546661333371994,1,0,-0.7680121336586697,False,True,False,True,False,False,False,True
0,-0.858155410237011,-0.5546661333371994,1,0,-0.7402138618176644,False,True,False,True,False,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-0.18353269888823057,False,False,False,True,False,False,True,False
1,0.7353117923232122,0.6348588273136618,0,1,1.7973088975062739,False,False,False,False,True,False,False,False
0,0.7353117923232122,-0.5546661333371994,1,0,-0.3229354857942215,False,True,False,True,False,False,True,False
0,-0.2511202854521641,0.6348588273136618,0,0,-0.7012059848131963,False,True,False,True,False,False,False,True
0,-0.7063966290407993,-0.5546661333371994,1,0,-0.8874622796252972,False,True,False,True,False,False,False,True
1,0.35591483933268286,0.040096346988231245,0,0,1.98626052056584,False,True,False,False,True,False,False,False
0,1.4941056983042709,-0.5546661333371994,1,0,-3.015126151940294,False,True,False,True,False,False,False,True
0,-0.4787584572464817,-0.5546661333371994,1,0,-0.18379968463258145,False,False,False,True,False,False,True,False
0,-2.1481050504048107,2.4191462682899534,0,0,0.7654077524406184,False,True,False,False,False,False,False,True
1,-0.5546378478445876,-0.5546661333371994,1,0,-0.7874490371300598,True,False,True,False,False,False,False,True
0,0.052397276940259384,1.2296213076390923,0,0,0.24586326797402766,False,True,False,True,False,False,False,True
1,-1.996346269208599,0.6348588273136618,0,1,0.3470672904774781,False,True,False,False,False,False,True,False
1,-1.920466878610493,0.6348588273136618,0,0,-0.4689202461031531,False,True,False,False,False,False,False,True
0,-0.7822760196389051,-0.5546661333371994,1,1,-0.8141277119601591,False,True,False,True,False,False,False,True
0,0.849130878220371,-0.5546661333371994,1,0,-0.8024019109872726,True,False,False,True,False,False,False,True
1,-2.1481050504048107,0.6348588273136618,0,0,-0.14048942924167343,False,False,True,False,False,False,False,True
0,0.35591483933268286,0.6348588273136618,0,0,-0.17116300515672123,False,False,False,False,True,False,False,True
0,-0.6305172384426934,-0.5546661333371994,1,0,-0.7822005884264942,False,True,False,True,False,False,False,True
0,1.8735026512948,-0.5546661333371994,1,1,1.032451435339162,False,True,False,True,False,False,False,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.1553244467531785,True,False,False,True,False,False,False,True
0,-0.32699967605026997,1.2296213076390923,0,0,0.8117676673823178,False,False,False,True,False,False,True,False
0,-0.2511202854521641,0.040096346988231245,0,0,-0.22212234643632833,False,False,False,True,False,False,False,True
0,-0.5546378478445876,-0.5546661333371994,1,0,-0.5221259008956952,False,True,True,False,False,False,False,True
1,0.12827666753836525,0.6348588273136618,0,0,0.1158827951273601,False,True,False,False,True,False,False,True
1,1.4941056983042709,0.040096346988231245,0,1,1.5764606292416052,False,False,False,True,False,False,False,False
0,-0.7822760196389051,0.6348588273136618,0,0,0.6889635989266353,False,True,False,True,False,False,True,False
0,-0.4028790666483758,-0.5546661333371994,1,0,-0.52360623749073,False,True,False,True,False,False,True,False
1,-1.0099141914332228,-0.5546661333371994,1,0,-0.7680121336586697,False,True,False,True,False,False,False,True
1,-0.32699967605026997,0.040096346988231245,0,1,1.0992845034790615,False,False,False,True,False,False,False,False
0,0.7353117923232122,-0.5546661333371994,1,0,0.2746592692781365,False,True,False,True,False,False,False,True
0,1.342346917108059,0.040096346988231245,0,0,-0.21910355439909165,False,True,False,False,True,False,False,True
0,2.3287789948834354,-0.5546661333371994,1,0,0.3676389646316987,False,True,False,False,False,True,False,False
0,-0.4028790666483758,-0.5546661333371994,1,0,-0.3229354857942215,False,True,False,True,False,False,True,False
0,0.052397276940259384,-0.5546661333371994,1,1,0.9958607070975499,False,True,False,True,False,False,False,False
0,-0.17524089485405822,0.040096346988231245,0,0,0.13814965916370786,False,True,False,False,True,False,True,False
1,0.052397276940259384,-0.5546661333371994,1,0,-0.2619478964034776,False,False,False,True,False,False,True,False
0,0.6594324017251063,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
0,1.1147087453137414,-0.5546661333371994,1,0,-0.7680121336586697,False,True,False,True,False,False,False,True
1,-0.6305172384426934,-0.5546661333371994,1,0,-0.52360623749073,False,True,True,False,False,False,True,False
1,-0.4028790666483758,0.6348588273136618,0,1,-0.08370673394230202,False,True,False,False,True,False,False,True
1,1.1905881359118473,-0.5546661333371994,1,0,-0.28713765654720713,False,True,False,False,True,False,True,False
1,-1.6169493162180697,0.6348588273136618,0,0,0.6889635989266353,False,True,False,False,False,False,True,False
0,-1.6169493162180697,1.8243837879645228,0,0,0.1416214723374965,False,True,True,False,False,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,1,0.640541396394364,False,True,False,True,False,False,False,False
1,0.2041560581364711,-0.5546661333371994,1,1,-0.7680121336586697,False,True,False,True,False,False,False,True
0,1.5699850889023768,0.040096346988231245,0,1,1.1075344187272271,False,True,False,True,False,False,False,False
0,-0.6305172384426934,-0.5546661333371994,1,0,-0.7965891690327174,False,True,False,True,False,False,False,True
1,1.5699850889023768,-0.5546661333371994,1,0,-0.52360623749073,False,True,True,False,False,False,True,False
0,-0.4787584572464817,-0.5546661333371994,1,0,-0.7822005884264942,False,True,True,False,False,False,False,True
1,0.2041560581364711,-0.5546661333371994,1,0,-0.7903253443490756,False,True,False,True,False,False,False,True
0,-0.5546378478445876,-0.5546661333371994,1,0,-0.8024019109872726,True,False,True,False,False,False,False,True
0,-0.6305172384426934,1.8243837879645228,0,0,0.6226752050128669,False,True,True,False,False,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-0.8024019109872726,True,False,False,True,False,False,False,True
0,-0.32699967605026997,-0.5546661333371994,1,0,-0.8655230802337704,False,False,False,True,False,False,False,True
0,-1.0857935820313287,0.6348588273136618,0,0,-0.8650022939791525,False,False,False,True,False,False,False,True
0,0.12827666753836525,0.040096346988231245,0,0,-0.0114054491754864,False,True,False,False,True,False,False,True
0,-0.32699967605026997,-0.5546661333371994,1,0,-0.3229354857942215,False,True,False,True,False,False,True,False
0,1.8735026512948,-0.5546661333371994,1,0,0.3470672904774781,False,True,False,True,False,False,True,False
0,-0.09936150425595235,-0.5546661333371994,1,0,0.9361385695768834,False,True,False,True,False,False,False,False
1,0.6594324017251063,-0.5546661333371994,1,1,1.467798437950069,False,True,True,False,False,False,False,False
1,0.8870705735194239,0.040096346988231245,0,0,0.0661103164840757,False,True,False,False,True,False,True,False
0,0.280035448734577,-0.5546661333371994,1,0,-0.7012059848131963,False,False,False,True,False,False,False,True
0,1.7217438700985885,-0.5546661333371994,1,0,-0.28713765654720713,False,True,False,True,False,False,True,False
0,-1.0099141914332228,0.6348588273136618,0,0,0.10276576112664627,False,True,False,True,False,False,False,True
0,-0.7063966290407993,-0.5546661333371994,1,0,-0.7680121336586697,False,True,False,True,False,False,False,True
0,-1.5410699256199638,3.013908748615384,0,0,0.5326659638089819,False,True,False,False,False,False,False,True
1,0.052397276940259384,-0.5546661333371994,1,0,-0.7609912287748669,False,True,False,True,False,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7932097843679099,True,False,False,True,False,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
1,1.8735026512948,0.040096346988231245,0,0,1.1684300241196868,False,False,False,False,True,False,False,False
0,-0.2511202854521641,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
1,2.3287789948834354,0.6348588273136618,0,1,1.4576729607483656,False,False,False,True,False,False,False,False
1,0.052397276940259384,-0.5546661333371994,1,0,1.1181607005832248,False,True,False,True,False,False,False,True
1,1.1147087453137414,0.040096346988231245,0,1,1.1441464964937371,False,False,False,False,True,False,False,False
1,-0.7063966290407993,0.040096346988231245,0,0,-0.7822005884264942,False,True,False,True,False,False,False,True
0,-1.996346269208599,1.8243837879645228,0,0,0.32671611064082623,False,True,False,False,False,False,False,True
0,-1.0099141914332228,-0.5546661333371994,1,0,-0.52360623749073,False,True,False,True,False,False,True,False
0,1.0388293547156358,3.6086712289408145,0,0,0.9318880073734521,False,True,False,False,True,False,False,True
0,-0.9340348008351169,-0.5546661333371994,1,0,-0.7012059848131963,False,True,False,True,False,False,False,True
1,0.5835530111270004,0.6348588273136618,0,1,1.0457131930702301,False,True,False,True,False,False,False,False
1,2.480537776079647,-0.5546661333371994,1,0,-0.52360623749073,False,True,False,True,False,False,True,False
0,-1.6169493162180697,2.4191462682899534,0,0,0.45879080236848147,True,False,False,False,False,False,False,True
1,0.2041560581364711,-0.5546661333371994,1,0,1.1181607005832248,False,True,False,True,False,False,False,True
0,-0.7063966290407993,0.040096346988231245,0,0,-0.5853128466035701,False,True,True,False,False,False,False,True
1,-0.09936150425595235,-0.5546661333371994,1,0,-0.3229354857942215,False,True,True,False,False,False,True,False
0,-0.6305172384426934,-0.5546661333371994,1,0,-0.8024019109872726,True,False,True,False,False,False,False,True
0,0.5835530111270004,0.6348588273136618,0,0,-0.7822005884264942,False,True,False,True,False,False,False,True
0,-0.9340348008351169,-0.5546661333371994,1,0,-0.22185174087666482,False,False,True,False,False,False,False,True
1,-0.5546378478445876,-0.5546661333371994,1,0,-0.8024019109872726,True,False,True,False,False,False,False,True
0,1.2664675265099532,0.040096346988231245,0,1,1.1979770518787036,False,True,False,True,False,False,False,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.18035965293055928,False,True,False,True,False,False,False,True
0,-0.4028790666483758,-0.5546661333371994,1,0,-0.7680121336586697,False,True,False,True,False,False,False,True
0,-0.02348211365784648,0.040096346988231245,0,1,1.2833163091094877,False,True,False,True,False,False,False,False
1,2.025261432491012,0.040096346988231245,0,1,1.506818944960404,False,False,False,False,True,False,False,False
0,0.12827666753836525,0.6348588273136618,0,0,0.6958099228808682,False,False,False,True,False,False,True,False
1,0.052397276940259384,-0.5546661333371994,1,0,-0.8024019109872726,True,False,False,True,False,False,False,True
1,0.2041560581364711,0.040096346988231245,0,0,0.3470672904774781,False,True,False,True,False,False,True,False
0,0.280035448734577,0.6348588273136618,0,0,0.1158827951273601,False,True,False,True,False,False,False,True
0,2.2528996042853295,-0.5546661333371994,1,0,-0.8624270734479169,False,True,False,True,False,False,False,True
1,2.1770202136872236,-0.5546661333371994,1,1,0.3676389646316987,False,True,True,False,False,False,False,False
1,0.35591483933268286,0.040096346988231245,0,0,-0.1188872358162066,False,True,False,False,True,False,False,True
1,-1.996346269208599,1.2296213076390923,0,0,0.8117676673823178,False,False,True,False,False,False,True,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7855436396344988,False,False,False,True,False,False,False,True
1,-1.0099141914332228,0.040096346988231245,0,1,1.1441464964937371,False,False,True,False,False,False,False,False
0,1.1905881359118473,2.4191462682899534,0,0,0.4164411896043107,False,True,False,False,True,False,False,True
1,1.0388293547156358,0.040096346988231245,0,1,2.4509294422338437,False,True,False,False,True,False,False,False
1,0.052397276940259384,-0.5546661333371994,1,0,1.7558267680430824,False,False,True,False,False,False,False,False
0,-0.061421808956899415,-0.5546661333371994,1,0,-0.1188872358162066,False,True,False,True,False,False,False,True
0,-0.4028790666483758,-0.5546661333371994,1,0,-0.7970761671326828,False,True,False,True,False,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-0.3229354857942215,False,True,False,True,False,False,True,False
0,0.5076736205288945,-0.5546661333371994,1,1,0.7763183746573933,False,False,False,True,False,False,False,False
0,-0.32699967605026997,-0.5546661333371994,1,0,-0.8874622796252972,False,True,False,True,False,False,False,True
0,-0.5546378478445876,0.6348588273136618,0,0,-0.8024019109872726,True,False,True,False,False,False,False,True
0,1.5699850889023768,-0.5546661333371994,1,1,0.4447256520712933,False,False,True,False,False,False,False,False
1,-2.167074898054337,1.2296213076390923,0,0,0.05401122766671204,False,False,True,False,False,False,False,True
1,-0.4028790666483758,-0.5546661333371994,1,1,0.9858948891621343,False,False,True,False,False,False,False,False
1,-0.4028790666483758,1.2296213076390923,0,0,1.258880806636298,False,True,True,False,False,False,True,False
1,0.4317942299307887,0.040096346988231245,0,0,1.035101446979864,False,True,False,False,True,False,False,False
1,0.052397276940259384,-0.5546661333371994,1,1,1.5465421705986295,False,True,True,False,False,False,False,False
0,-0.4787584572464817,-0.5546661333371994,1,0,-0.3229354857942215,False,True,False,True,False,False,True,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7855436396344988,False,True,False,True,False,False,False,True
0,-0.17524089485405822,-0.5546661333371994,1,0,0.3470672904774781,False,True,False,True,False,False,True,False
1,1.949382041892906,-0.5546661333371994,1,0,-0.12487044037504055,False,True,False,False,True,False,True,False
1,0.4317942299307887,0.040096346988231245,0,1,1.0560573061526537,False,True,False,False,True,False,False,False
0,0.052397276940259384,-0.5546661333371994,1,0,-0.9120493253172879,True,False,False,True,False,False,False,True
1,0.35591483933268286,-0.5546661333371994,1,0,1.4576729607483656,False,False,False,False,True,False,False,False
0,0.052397276940259384,0.040096346988231245,0,0,0.08907411087894167,False,True,False,True,False,False,False,True
1,-0.4787584572464817,-0.5546661333371994,1,1,-0.26681908400607623,False,False,False,False,True,False,True,False
1,-0.5546378478445876,-0.5546661333371994,1,0,-0.8043507689082905,True,False,True,False,False,False,False,True
1,-0.4787584572464817,0.040096346988231245,0,1,1.8188862098698895,False,False,True,False,False,False,False,False
0,1.6458644795004826,-0.5546661333371994,1,0,-0.7680121336586697,False,True,False,True,False,False,False,True
1,0.280035448734577,0.6348588273136618,0,0,0.3470672904774781,False,True,False,False,True,False,True,False
0,-0.02348211365784648,1.8243837879645228,0,0,0.1416214723374965,False,True,False,False,True,False,False,True
0,0.052397276940259384,-0.5546661333371994,1,0,-0.7855436396344988,False,False,False,True,False,False,False,True
0,0.052397276940259384,5.392958669917107,0,0,1.3268899785322608,False,True,False,True,False,False,False,True
1,-2.072225659806705,0.6348588273136618,0,0,0.3470672904774781,False,True,True,False,False,False,True,False
1,-1.1616729726294346,0.040096346988231245,0,0,0.49032626897396986,False,False,False,False,True,False,True,False
0,1.8735026512948,0.040096346988231245,0,0,0.3470672904774781,False,True,False,False,False,True,True,False
